# ----------------------------------------,,,,,
# Landing pages,,,,,
# Account: UAGC,,,,,
# Property: UAGC - GA4,,,,,
# ----------------------------------------,,,,,
# ,,,,,
# All Users,,,,,
# Start date: 20250708,,,,,
# End date: 20250804,,,,,
Landing page + query string,Views,Sessions,Average session duration,Request_information_submit_ rate,Key event: Request_information_submit
"/online-degrees/business?sourceid=18SGB&affiliateID=&clickid=&utm_vendor=&alr=21995198608&adgroup=&ad=&match=&device=m&c3api=2591,,&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE",120,106,1239.055012,0,0
/online-degrees/masters/business-administration-v8,117,62,1382.559143,0,0
/online-degrees/bachelors/finance-v2,111,49,1039.283971,0,0
/online-degrees/doctoral/education,105,45,1615.450634,0,0
/online-degrees/emphasis/drone-and-unmanned-aerial-vehicle-entrepreneurship,97,23,586.237813,0.047619048,1
/online-degrees/find-your-degree/analyst,88,41,7123.264729,0,0
/online-degrees/associate/military-studies,87,45,152.015636,0,0
/online-degrees/courses/secondary-education-certificate,87,24,889.2483487,0,0
/online-degrees/courses/freshman-experience,84,14,2120.269537,0,0
/online-degrees/bachelors/early-childhood-education-v2,80,35,1521.440681,0.03030303,1
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=489b207d-f0c6-4320-ba68-0933ba0aefa9,73,2,1813.463142,0.5,1
/online-degrees/specializations/criminology-justice-studies-desc,72,6,395.989207,0,0
/online-degrees/emphasis/cognitive-studies,69,34,1090.559208,0,0
/online-degrees/specializations/organizational-leadership,63,17,171.0442076,0,0
"/online-degrees/comparison?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI19qqo9GzjgMVd6BaBR0fyxFFEAAYASACEgJIJPD_BwE&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929411&match=e&device=m&c3api=2591,165739158159,kwd-1402535124180&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",60,2,4577.159068,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=7feb1240a6db1467f05b7ac9c7fb3cf6,60,3,2162.212714,0.5,1
/online-degrees/emphasis/entrepreneurship,57,23,288.8420163,0,0
/online-degrees/emphasis/criminal-justice-drone-pilot,56,17,2824.455956,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=485b420fc1c21bebd4f72a9eac7dca50,52,2,4168.664694,0,0
/online-degrees/emphasis/sports-and-recreation,51,35,1253.847846,0.058823529,1
/online-degrees/specializations/standard-doctorate-organizational-development-leadership-program-desc,49,10,918.7614083,0,0
/online-degrees/emphasis/homeland-security-and-emergency-management,45,14,944.1256916,0,0
/online-degrees/emphasis/real-estate-studies,45,22,148.7435623,0,0
/online-degrees/emphasis/health-care,44,12,6281.505196,0,0
"/online-degrees/bachelors/computer-software-technology?sourceid=18SGB&affiliateID=&clickid=EAIaIQobChMIrZD0tKmxjgMVGivUAR0WdQbGEAAYAyAAEgLFd_D_BwE&utm_vendor=&alr=20260951882&adgroup=151671168444&ad=669727401534&match=b&device=m&c3api=2591,151671168444,kwd-357413456540&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",42,32,1676.368494,0,0
/online-degrees/emphasis/english-desc,42,6,250.2244698,0,0
/online-degrees/masters?msclkid=da77d23efd6a15226748ba51edd8903b&sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=da77d23efd6a15226748ba51edd8903b,42,2,684.23059,0,0
/online-degrees/specializations/project-management-mism,42,9,1042.641962,0,0
/online-degrees/find-your-degree/educator,41,8,701.1681076,0.125,3
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=265868,40,2,2440.163295,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=ba3e116303be1e682bf9791f7c15500f,40,2,816.2541495,0.5,1
/online-degrees/specializations/accounting,39,10,182.5985658,0,0
/online-degrees/bachelors/psychology-v2,37,19,232.3463702,0,0
"/online-degrees/business?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI6rKq86XuiQMV7F5HAR1-uwNnEAAYASACEgL5J_D_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=c&c3api=2591,146043902821,kwd-1028586795015&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE",37,26,3291.108935,0,0
/online-degrees/comparison?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjwtsy1BhD7ARIsAHOi4xZtdHtTdZQkgSVRwmNtuN_VAgwe0feo65tUZz89_PEppEYrQL5wGeoaAu4rEALw_wcB&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=c&c3api=2591%2C146043902821%2Ckwd-1028586795015&dsaccountid=700000002770196&dsaccounttype=GOOGLE,36,32,1817.026988,0,0
/online-degrees/specializations/curriculum-instruction-desc,36,10,3786.866695,0,0
/online-degrees/specializations/special-education,36,12,346.7513053,0,0
/online-degrees/emphasis/public-relations,35,10,490.4499925,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=255073,34,2,681.633605,0.5,1
/online-degrees/emphasis/public-health,34,6,713.7510597,0,0
/online-degrees/masters/instructional-design-technology?msclkid=5459e3b2ce6a11ec9f2ebaead97ae9dc,34,12,576.8195744,0.083333333,1
/online-degrees/emphasis/supply-chain-management,32,23,175.7427818,0,0
/online-degrees/specializations/business-economics,31,11,5351.946203,0,0
/online-degrees/bachelors/applied-behavioral-science-v2,30,2,9301.223182,0,0
/online-degrees/business?sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE,29,3,9408.823405,0,0
"/online-degrees/information-technology?sourceid=18SGB&affiliateID=&clickid=Cj0KCQjwkILEBhDeARIsAL--pjxtY8QAfgV8eWyXSp3-5qv-5WRn_FAYGYhAlk8F1TodkUX327BMIDUaAiKzEALw_wcB&utm_vendor=&alr=20260951882&adgroup=151671168604&ad=661369494398&match=b&device=c&c3api=2591,151671168604,kwd-16014430&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",29,2,1792.854133,0.5,1
/online-degrees/business?sourceid=Leadhoop24,28,16,2350.222337,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjwyvfDBhDYARIsAItzbZEXZHltawKhlbbUD4NSXeGM_OmhTFtLGC1u-MLB1YFhhDXY0J_p-e4aAhXBEALw_wcB&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399567&match=e&device=c&c3api=2591,146043902821,kwd-1028586795015&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",28,2,13324.29916,0.5,1
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=CjwKCAjw4efDBhATEiwAaDBpbrYTx3M9e6lo8EDMIAQv-plFVdA5tVhz8eXnsL2UPI7vmA-c9u9ETBoCCaAQAvD_BwE&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929405&match=e&device=m&c3api=2591,165739158159,kwd-933457636489&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",28,2,7553.680709,0,0
/online-degrees/associate/early-childhood-education?ad=711050929411&adgroup=165739158159&affiliateID=&alr=21636127166&c3api=2591%2C165739158159%2Ckwd-1894993968203&clickid=Cj0KCQjwj8jDBhD1ARIsACRV2TveeN6eLb7OallBdo1dUjpq8U5JqIm2MIWML3mK6PXaRyVbC_652_4aArhbEALw_wcB&device=m&dsaccountid=700000002770196&dsaccounttype=GOOGLE&match=e&sourceid=18SGT,26,14,2961.744581,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_prospecting_text_ad_2022&utm_phone=li&li_fat_id=49966c3a-cdd8-47fb-9949-53806108bc88,25,2,310.0705205,0,0
/online-degrees/business?ad=663718211700&adgroup=152295368524&affiliateID=&alr=20313381242&c3api=2591%2C152295368524%2Ckwd-48960422&clickid=CjwKCAjw1ozEBhAdEiwAn9qbzfzQCPEoJwCusWELXUZcubftnisGl5QkMG07zkmdiwobNj9r5aiVjxoCLM0QAvD_BwE&device=m&dsaccountid=700000002770196&dsaccounttype=GOOGLE&match=b&sourceid=18SGM,25,7,1849.715242,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_prospecting_text_ad_2022&utm_phone=li&li_fat_id=3505cb7c-cb0b-4f6e-abbe-8b96172ab496,24,2,643.17623,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI6qbLr_S9jgMVSKxaBR18nTH_EAAYAiACEgLMLfD_BwE&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929405&match=e&device=m&c3api=2591,165739158159,kwd-972325140880&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",24,13,7297.502801,0,0
/online-degrees/masters/human-resource-management?sourceid=18SGG&affiliateID=&clickid=Cj0KCQjw-NfDBhDyARIsAD-ILeD7ZmDzlE5D3Hhe_SMgb7dNPp4Ahmoz91qHMLazKPneuyd3u8YZLsoaAubqEALw_wcB&utm_vendor=&alr=21519067101&adgroup=168516796267&ad=707736651547&match=b&device=m&c3api=2591%2C168516796267%2Ckwd-301824797427&dsaccountid=700000002770196&dsaccounttype=GOOGLE,23,14,4162.800548,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=a3194497459114f508622ce0b33a6f62,23,2,748.88428,0,0
/online-degrees/bachelors/business-information-systems?sourceid=Leadhoop24,22,2,2424.183107,0,0
/online-degrees/business/ba-entrepreneurship,22,2,1267.153591,0.5,1
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjwhafEBhCcARIsAEGZEKIq2DwvlIHOzpJKyW9rbRbeWcOqxp4xUpUh0zq7KASI36p6_2WRf2oaAhsqEALw_wcB&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929411&match=e&device=m&c3api=2591,165739158159,kwd-972325140880&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",22,2,8784.089949,0,0
/online-degrees/health-care?snhu_segment=ol&subid=1438405,22,10,2633.582187,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=b9725b52f7221f380f3b333c199104e1,22,2,997.586958,0,0
/online-degrees/specializations/early-childhood-education-desc,22,6,1155.023132,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=213c7f7131191555837817044044ae18,21,2,353.4808745,0,0
/online-degrees/emphasis/political-science-and-government,21,14,72.35777993,0,0
/online-degrees/find-your-degree/entrepreneur,21,9,255.5763836,0,0
/online-degrees/health-care?fbclid=IwZXh0bgNhZW0CMTEAAR6lSegaBujywO-reKo0dY4pN9vqUbb-dyjqTv0wzjuQyVKydVsDxfvvFhTaDA_aem_U4EUDFfj3ClC5Z1P1-Qqqg,21,2,901.075144,0,0
/online-degrees/masters?fbclid=IwZXh0bgNhZW0BMQABHkE663-r1CRHuRD1IzlnuV-blWaf1Jr2xioV0uoJkQ_ey5bXqmwg6XNQEKqc_aem_o_EU04mzc8IxZZBxUXppdQ,21,2,1039.912623,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=3b7170e2-5bc2-4f5b-bd26-93b53b69b98d,20,2,225.9739015,0,0
/online-degrees/associate?sourceid=Leadhoop24,20,3,1170.286134,0,0
/online-degrees/doctoral/organizational-leadership?fbclid=PAQ0xDSwLhxNVleHRuA2FlbQIxMQABp9YReSphiJHrz1BCCjLSvi8C3LcRKa3iFgXKlb7EHGGyAshT3LGYfU5xLn_Y_aem_0Cxvv1cBLQXYVPCNjt5mFQ,20,2,6469.461586,0,0
/online-degrees/emphasis/web-mobile-app-technology,20,15,1084.710404,0.071428571,1
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=CjwKCAjw7fzDBhA7EiwAOqJkhyfF6wnvjHK_ahp0-ppsLNLMi8VY_WXegNi1zk69Rfi83zEg-wkGHBoC-kEQAvD_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=m&c3api=2591,146043902821,kwd-1367641367890&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",20,2,398.7502115,0,0
/online-degrees/masters?msclkid=4f44f9e9c15818b2f4ff917919f26371&sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=4f44f9e9c15818b2f4ff917919f26371,20,2,2106.89886,0,0
/online-degrees/,19,3,780.4606167,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=00c626c0-0123-488c-85de-c14d65fba887,19,2,923.8410295,0,0
/online-degrees/comparison?gad_campaignid=13924640387,19,16,26.22352706,0,0
/online-degrees/find-your-degree?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=4b0e6690219c1418c0d10eff0b311448,19,2,238.704536,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=a1a676a37f9c1d171e9e1e20d2b49bfb,19,2,175.774148,0,0
/online-degrees/social-behavioral-science?affiliateID=fbig_prospecting_socialbehavioral_2024,19,3,1001.066469,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_prospecting_text_ad_2022&utm_phone=li&li_fat_id=093ba1d5-0b3c-45ab-9391-40e34ff0481b,18,2,531.7148505,0,0
/online-degrees/associate?ad=661245695928&adgroup=150866173660&affiliateID=&alr=20256022061&c3api=2591%2C150866173660%2Ckwd-36150001&clickid=Cj0KCQiAvvO7BhC-ARIsAGFyToWR4qxXsJOIvk2Hbn6cGNq_2nIhgMx_x1nAMnHd1X3FikRfn5yhZvsaAuBgEALw_wcB&device=c&dsaccountid=700000002770196&dsaccounttype=GOOGLE&match=b&sourceid=18SGB,18,16,613.7467181,0,0
/online-degrees/emphasis/strategic-communication,18,14,269.1926015,0,0
/online-degrees/masters/business-administration?sourceid=18SGB&affiliateID=&clickid=CjwKCAjwvuLDBhAOEiwAPtF0VhLas1EDSyketMOZUeUwagYTCpdQMJ2DfTTjZJn98nTe-sN6acRasBoClPAQAvD_BwE&utm_vendor=&alr=22479242371&adgroup=&ad=&match=&device=m&c3api=2591%2C%2C&dsaccountid=700000002770196&dsaccounttype=GOOGLE,18,12,975.3339129,0,0
/online-degrees/masters/early-childhood-education-leadership?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMImcfgh8qRigMVqFxHAR3XcA45EAAYASAAEgLPW_D_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399567&match=e&device=m&c3api=2591%2C146043902821%2Ckwd-1028586795015&dsaccountid=700000002770196&dsaccounttype=GOOGLE,18,18,3.422370333,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=bcbcbce2f2f91dad0f1fd46fec9c2f66,18,2,419.7213045,0,0
/online-degrees/specializations/early-intervention,18,6,771.3200055,0,0
/online-degrees/emphasis/environmental-management-sustainability,17,15,246.0614664,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=CjwKCAjw1ozEBhAdEiwAn9qbzYvlrv5sAxyAQorjqJuHy4xOhv4KS3cTUCVUpz1X2PhTwpFm7nd3whoCXhwQAvD_BwE&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929405&match=e&device=m&c3api=2591,165739158159,kwd-1156785384206&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",17,2,905.605942,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI14Gd0ZHFjgMVeVZHAR2XMyyaEAAYASACEgInJ_D_BwE&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929405&match=e&device=m&c3api=2591,165739158159,kwd-933457636489&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",17,2,350.8526655,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMIhquzzPfJjgMVrzNECB3T-RxsEAAYASACEgLJCfD_BwE&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929411&match=e&device=m&c3api=2591,165739158159,kwd-933457636489&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",17,2,771.00027,0,0
/online-degrees/find-your-degree?sourceid=ORGSOC,17,2,332.2188885,0,0
"/online-degrees/masters/accounting?sourceid=18SGB&affiliateID=&clickid=&utm_vendor=&alr=22479242371&adgroup=&ad=&match=&device=m&c3api=2591,,&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=22533220682",17,17,4.432550588,0,0
/online-degrees/masters/early-childhood-education-leadership?sourceid=Leadhoop24,17,2,2398.263802,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=5486245c04b71784d3b84c2475c1b96e,17,2,712.077853,0,0
/online-degrees/associate-v7,16,9,2090.242824,0,0
/online-degrees/bachelor-of-applied-science,16,2,1827.636372,0,0
"/online-degrees/bachelors/cyber-data-security-technology?sourceid=18SGB&affiliateID=&clickid=CjwKCAjw1dLDBhBoEiwAQNRiQahyYgElf8T4opucyPK2OGHKJ33RMTpdcGagrQfDg9lg_8AanAwkPxoCq5YQAvD_BwE&utm_vendor=&alr=20260951882&adgroup=151671168644&ad=669727401537&match=b&device=c&c3api=2591,151671168644,kwd-2085677666576&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",16,2,325.6505735,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=4a30fe03885b1c48dd3b966d652fdf16,16,2,2461.696376,0,0
/online-degrees/comparison?affiliateID=fbig_prospecting_education_2023,16,2,640.1674055,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjwtMHEBhC-ARIsABua5iRMorh57-NfEeXSL-tIyReTKfkLKjrgEURV9DtqPrS6sXGvEmiPlBwaApvQEALw_wcB&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=c&c3api=2591,146043902821,kwd-1367641367890&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",16,2,1848.440969,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=CjwKCAjw1dLDBhBoEiwAQNRiQVwJUqr9tW_O8mpFrZ74Q9KLlTxJalA94N3EgWT3PZJhkNa1dbXHnxoCUpoQAvD_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399567&match=e&device=m&c3api=2591,146043902821,kwd-1028586795015&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",16,2,499.08327,0,0
"/online-degrees/information-technology?sourceid=18SGB&affiliateID=&clickid=Cj0KCQjwm93DBhD_ARIsADR_DjEtLSDUbUAiZLlS_w80HhPPqxK8VKmhRjK7YsYYfGiIlt9MB5KgbfMaAqvXEALw_wcB&utm_vendor=&alr=20260951882&adgroup=151671168604&ad=661369494401&match=b&device=c&c3api=2591,151671168604,kwd-16014430&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",16,2,2945.021952,0,0
"/online-degrees/information-technology?sourceid=18SGB&affiliateID=&clickid=EAIaIQobChMI5YCe-uKwjgMVS51aBR3aOQJfEAAYASAAEgLOnPD_BwE&utm_vendor=&alr=20260951882&adgroup=151671168604&ad=661369494401&match=b&device=c&c3api=2591,151671168604,kwd-16014430&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",16,2,789.6425995,0.5,5
/online-degrees/bachelors/child-development?ad=661245695925&adgroup=150866173620&affiliateID=&alr=20256022061&c3api=2591%2C150866173620%2Ckwd-328995760523&clickid=CjwKCAjw7fzDBhA7EiwAOqJkh7d5E_0U6kYzD9ZrVIMuUBYdkptIm_zWhdn0ppVAtP_Cb_B_dfTPFBoCDXoQAvD_BwE&device=m&dsaccountid=700000002770196&dsaccounttype=GOOGLE&match=e&sourceid=18SGB,15,10,2000.016296,0,0
/online-degrees/health-care?fbclid=IwZXh0bgNhZW0BMQABHpA2VXZvKnQjMh3B96CcT-vKJQGyoXK7InMuhE-J-jSCv5sGXTwwlSshmtUy_aem_8MGm84cV15YUyI9bxERF3g,15,2,501.506719,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=3c3982f3c1b714829f51ea72861a2c9a,15,2,335.2077325,0,0
