# ----------------------------------------,,,,,
# Landing pages,,,,,
# Account: UAGC,,,,,
# Property: UAGC - GA4,,,,,
# ----------------------------------------,,,,,
# ,,,,,
# All Users,,,,,
# Start date: 20250610,,,,,
# End date: 20250707,,,,,
Landing page + query string,Views,Sessions,Average session duration,Request_information_submit_ rate,Key event: Request_information_submit
"/online-degrees/business?sourceid=18SGB&affiliateID=&clickid=&utm_vendor=&alr=22479242371&adgroup=&ad=&match=&device=m&c3api=2591,,&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE",135,126,327.3889076,0,0
/online-degrees/emphasis/supply-chain-management,131,33,2128.885376,0,0
/online-degrees/specializations/standard-doctorate-human-services,128,30,333.3620179,0,0
/online-degrees/comparison?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjwtsy1BhD7ARIsAHOi4xZtdHtTdZQkgSVRwmNtuN_VAgwe0feo65tUZz89_PEppEYrQL5wGeoaAu4rEALw_wcB&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=c&c3api=2591%2C146043902821%2Ckwd-1028586795015&dsaccountid=700000002770196&dsaccounttype=GOOGLE,118,51,2134.267824,0,0
/online-degrees/find-your-degree/analyst,117,37,3603.932093,0,0
/online-degrees/emphasis/environmental-management-sustainability,112,19,2836.42183,0,0
/online-degrees/masters/special-education,104,73,557.3697596,0,0
/online-degrees/doctoral/education,91,49,74.14872098,0,0
/online-degrees/bachelors/applied-behavioral-science?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI0Ybp6J3ljQMV0HR_AB1gky6FEAAYAyAAEgLl3fD_BwE&utm_vendor=&alr=22605085134&adgroup=180152651677&ad=754955669202&match=e&device=m&c3api=2591%2C180152651677%2Ckwd-933457636489&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=22605085134,90,66,4938.882108,0,0
/online-degrees/specializations/curriculum-instruction-desc,85,17,1278.116374,0,0
/online-degrees/business?sourceid=Leadhoop24,77,8,4450.941214,0,0
/online-degrees/criminal-justice?ad=663718211700&adgroup=152295368524&affiliateID=&alr=20313381242&c3api=2591%2C152295368524%2Ckwd-1018236257&clickid=EAIaIQobChMI5uap2r7kjQMVJmBHAR0ZIA9jEAMYAyAAEgKEqvD_BwE&device=c&dsaccountid=700000002770196&dsaccounttype=GOOGLE&match=e&sourceid=18SGM,71,2,4788.250685,0,0
/online-degrees/bachelors/early-childhood-education-v2,70,25,714.9069484,0.043478261,1
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=723dadf78d921a97c645c5ab430d9994,68,2,5255.310638,0,0
/online-degrees/emphasis/web-mobile-app-technology,62,17,2217.718597,0,0
/online-degrees/information-technology?dsaccountid=700000002777780&dsaccounttype=MICROSOFT&sourceid=18SBT,59,2,14247.17499,0,0
/online-degrees/bachelors/psychology-v2,57,13,1878.247333,0,0
/online-degrees/find-your-degree/nurturer,57,25,2596.65687,0.052631579,2
/online-degrees/emphasis/entrepreneurship,56,11,5411.107162,0,0
/online-degrees/courses/secondary-education-certificate,55,23,968.3750045,0,0
/online-degrees/emphasis/drone-and-unmanned-aerial-vehicle-entrepreneurship,54,18,534.776777,0,0
/online-degrees/courses/freshman-experience,52,20,1023.098001,0,0
/online-degrees/masters/instructional-design-technology?msclkid=5459e3b2ce6a11ec9f2ebaead97ae9dc,51,18,1231.728744,0,0
/online-degrees/emphasis/sports-and-recreation,49,22,116.1474256,0,0
/online-degrees/emphasis/history,48,24,108.8082068,0,0
/online-degrees/masters?msclkid=9e7671ade7e31b2b1d0519c1bade600a&sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=9e7671ade7e31b2b1d0519c1bade600a,46,2,1880.944541,0,0
/online-degrees/emphasis/homeland-security-and-emergency-management,45,27,146.3434284,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjw097CBhDIARIsAJ3-nxe5qLpGQuBAD0mLE7RVDB5xnqNHR71IoclPXIR2mgc6yQbNm9s8WfYaAohsEALw_wcB&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=m&c3api=2591,146043902821,kwd-1028586795015&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",43,2,677.968343,0,0
/online-degrees/emphasis/real-estate-studies,42,23,1788.325761,0,0
/online-degrees/doctoral/human-services,41,31,296.2185774,0,0
/online-degrees/social-behavioral-science?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT,41,5,6610.910028,0,0
/online-degrees/specializations/standard-master-human-services,41,24,6755.15895,0,0
/online-degrees/associate?ad=661245695928&adgroup=150866173660&affiliateID=&alr=20256022061&c3api=2591%2C150866173660%2Ckwd-36150001&clickid=Cj0KCQiAvvO7BhC-ARIsAGFyToWR4qxXsJOIvk2Hbn6cGNq_2nIhgMx_x1nAMnHd1X3FikRfn5yhZvsaAuBgEALw_wcB&device=c&dsaccountid=700000002770196&dsaccounttype=GOOGLE&match=b&sourceid=18SGB,37,27,1121.368602,0,0
/online-degrees/comparison?gad_campaignid=13924640387,37,28,894.1410773,0.037037037,2
"/online-degrees/business?sourceid=18SGB&affiliateID=&clickid=CjwKCAjw9uPCBhATEiwABHN9Ky_tKx7H7yuhUUGu7zykmtqM3qHBR8V0qWszjhIvKM3loJSHudSURxoC-xcQAvD_BwE&utm_vendor=&alr=21995198608&adgroup=&ad=&match=&device=m&c3api=2591,,&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE",35,1,536.346281,0,0
/online-degrees/emphasis/english,35,5,3959.911162,0,0
/online-degrees/masters?msclkid=71177e7f4eab1a14ea27161c15945c36&sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=71177e7f4eab1a14ea27161c15945c36,35,2,1736.64229,0,0
/online-degrees/specializations/criminology-justice-studies-desc,35,10,464.8010769,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI9J3Mqb7tjQMVOTMIBR3Ypx2EEAAYASACEgI9NfD_BwE&utm_vendor=&alr=22605085134&adgroup=180152651677&ad=755068317107&match=e&device=m&c3api=2591,180152651677,kwd-933457636489&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=22605085134",34,2,742.018446,0,0
/online-degrees/associate-v8?noble_test2=true,33,15,280.9268959,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=245677,33,2,1428.650933,0,0
/online-degrees/emphasis/strategic-communication,33,11,525.3869025,0,0
/online-degrees/bachelors/information-technology?sourceID=19AULIDCP&affiliateID=li_prospecting_textad_ug_2024&utm_phone=li&li_fat_id=7d2205bf-67ef-4950-a437-575aaf90f98b,32,26,3644.026193,0,0
/online-degrees/find-your-degree/entrepreneur,32,19,191.7302694,0.052631579,1
/online-degrees/health-care?snhu_segment=ol&subid=1151670,32,2,1312.674998,0,0
/online-degrees/emphasis/political-science-and-government,29,12,77.53047783,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_prospecting_text_ad_2022&utm_phone=li&li_fat_id=4e121583-64f8-4b41-bb87-289d626f3968,28,4,498.5961392,0,0
/online-degrees/bachelors/business-information-systems?sourceid=18SGT&affiliateID=&clickid=CjwKCAjwsZPDBhBWEiwADuO6y7Jcuyjz9gwvNCeTSQQ4kJUID6FfCxLGbH5KbqpfjEqLmVbskidkLxoCJOQQAvD_BwE&utm_vendor=&alr=22605085134&adgroup=180152651677&ad=755068317107&match=e&device=m&c3api=2591%2C180152651677%2Ckwd-933457636489&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=22605085134,28,16,3219.517271,0,0
/online-degrees/emphasis/journalism,28,13,1029.479885,0,0
/online-degrees/bachelors/applied-behavioral-science￼,26,2,6003.584595,0,0
/online-degrees/emphasis/business-economics,26,9,727.826481,0,0
/online-degrees/masters/public-health?sourceid=FB2024&fbclid=IwQ0xDSwKqBKlleHRuA2FlbQIxMQABHj7kPm7ir7ChPyB48euEMmWyaJb9LVPjYR_U9ePareZKpgn5lPSu3_-vs5Km_aem_hhESBkRG0WbVF9kmnn2DBA,26,18,78.11884022,0,0
/online-degrees/bachelors?fbclid=IwZXh0bgNhZW0CMTEAAR6aDTAw9LD5RW0PjFDiuVt3EwvhUSzGmeJ1DmG0O1dO7w0NR-F478Mu-GFEOw_aem_Cyu_E1xMkEGJxhPW4jDZDQ,25,2,670.047081,0.5,1
/online-degrees/criminal-justice?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT,25,2,4090.959703,0,0
/online-degrees/doctoral?affiliateID=Google_Tradename,25,12,144.8048388,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=CjwKCAjw6s7CBhACEiwAuHQckrKe1NJdBqsn_8002EoFQ7hpmOCFjqaH9WpXhJPJ_Rc4FxVg0Cf2OBoCQgAQAvD_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=m&c3api=2591,146043902821,kwd-1028586795015&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",25,2,4361.745819,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=d8676f6fdeda1e224921070771092957,25,2,547.711368,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=247305,24,2,2097.482162,0,0
/online-degrees/bachelors?fbclid=IwZXh0bgNhZW0CMTEAAR6N0UANUIbptEFdem40rco3tjJA7Me4jc-VwN7OLiyD2NPndzOAoGozfscnvw_aem_ln1MIOOhEDDpdu9KoyAvMQ,24,2,447.6849995,0,0
"/online-degrees/business?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI6rKq86XuiQMV7F5HAR1-uwNnEAAYASACEgL5J_D_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399564&match=e&device=c&c3api=2591,146043902821,kwd-1028586795015&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE",24,22,1717.07721,0,0
/online-degrees/specializations/organizational-leadership,24,12,399.6093148,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=241684,22,2,514.4656985,0.5,1
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=244832,22,2,1019.075257,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=919b3177ebbb10400135593b17864a0f,22,2,554.300863,0,0
"/online-degrees/comparison?sourceid=18SGT&affiliateID=&clickid=Cj0KCQjwyIPDBhDBARIsAHJyyVj83_qJdvhEWM01ugI8_3FFKmiXo-Z4WqHlKD_6VGZ7Fnurlrb-EIAaAkfJEALw_wcB&utm_vendor=&alr=21636127166&adgroup=165739158159&ad=711050929405&match=e&device=m&c3api=2591,165739158159,kwd-933457636489&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21636127166",22,2,1861.832851,0.5,1
/online-degrees/emphasis/public-relations,22,7,1253.654217,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=6a75c79c71031983e9c3afcdb654645c,22,2,725.6444475,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=d81e348e188e16a46a355ced12550a65,22,2,1007.212328,0,0
/online-degrees/specializations/accounting,22,12,216.0673432,0,0
/online-degrees/bachelors?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMIoOq0r6-MjgMVTK9aBR01nSnZEAAYAiAAEgLmwvD_BwE&utm_vendor=&alr=20144056707&adgroup=146043902821&ad=658783399567&match=e&device=m&c3api=2591%2C146043902821%2Ckwd-1028586795015&dsaccountid=700000002770196&dsaccounttype=GOOGLE,21,5,174.2016636,0,0
/online-degrees/doctoral/organizational-leadership?affiliateID=fbig_retargeting_military_2024&fbclid=PAZXh0bgNhZW0BMABhZGlkAasXuEgSc88BpyMkmxonEIAcu6VHAXq7kpE0rOMGc3G0ZeuqfDTeHMwa01i_732EmxAN2LnQ_aem_pD3sMmrNbxIW39G5t9EkIA,21,3,10275.36242,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=2942e40ee4bb1a5bab6a8c5f301db4a7,21,2,419.6433935,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=33a7043a0e76162a824f6c58a6558d8f,21,2,2479.400319,0,0
/online-degrees/specializations/special-education,21,2,4647.591271,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=236848,20,2,579.323846,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=240961,20,2,479.1983105,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=250682,20,3,947.2047643,0,0
/online-degrees/bachelors/business-information-systems?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMIvd742I74igMVpyBECB2-zh3eEAAYASAAEgJrW_D_BwE&utm_vendor=&alr=20144056707&adgroup=146043902581&ad=658783399426&match=e&device=c&c3api=2591%2C146043902581%2Ckwd-1028586796255&dsaccountid=700000002770196&dsaccounttype=GOOGLE,20,2,5437.497236,0,0
"/online-degrees/business?sourceid=18SGB&affiliateID=&clickid=&utm_vendor=&alr=21995198608&adgroup=&ad=&match=&device=m&c3api=2591,,&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21991354265",20,16,223.0175566,0,0
/online-degrees/emphases?sourceid=Leadhoop24,20,2,2317.923198,0,0
/online-degrees/emphasis/health-and-wellness,20,11,2261.039061,0,0
/online-degrees/health-care?snhu_segment=ol&subid=1150826,20,2,695.2640485,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=57d762d3-0742-4962-8dde-7a0bac513cfd,19,5,2749.587266,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=0810c8330a13130d97e5a07ac219c530,19,2,2051.449008,0,0
/online-degrees/bachelors?sourceid=B63E50,19,5,602.7906012,0,0
/online-degrees/masters/psychology?affiliateID=Google_Tradename,19,5,760.6810834,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_prospecting_text_ad_2022&utm_phone=li&li_fat_id=f3c97b3e-0c7b-4e16-b9c1-d46637aaa150,18,2,1791.428709,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=c4bb5d16-4b02-4f7e-931c-a54d292ef319,18,2,416.6172515,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=d54cc59f-5b18-4846-83d8-313096d4dde4,18,2,2058.562748,0,0
/online-degrees/associate/business?affiliateID=fbig_prospecting_education_2023,18,4,307.8249273,0,0
/online-degrees/associate/business?sourceid=ORGSOC&linkId=832016960&fbclid=IwZXh0bgNhZW0CMTEAAR67XqTugZ2jbqb-wnFJdsqOUTHRFz1G8iXgb8xw4kiaLeasIjsmHj0yNe1kwQ_aem_oke9H5p31klx7aJwbv38DA,18,2,300.2753265,0,0
/online-degrees/bachelor/organizational-management,18,2,1157.149002,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=236644,18,2,413.575901,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=247498,18,2,517.780892,0,0
"/online-degrees/bachelors/cyber-data-security-technology?sourceid=18SGB&affiliateID=&clickid=CjwKCAjwx8nCBhAwEiwA_z__0ziOrrA5XkGU-C6341Ly6e-mv_gKeNI4y71GQSLAmpu3cs9FHKesABoCgaEQAvD_BwE&utm_vendor=&alr=20260951882&adgroup=151671168644&ad=669727401537&match=b&device=m&c3api=2591,151671168644,kwd-2085677666576&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",18,2,1525.112622,0.5,3
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=776615665f791a6cea187d04fcfb6a5c,18,2,389.0949805,0.5,1
/online-degrees/emphasis/health-care,18,10,720.3453526,0,0
/online-degrees/health-care?fbclid=IwZXh0bgNhZW0CMTEAAR6yKtTiASkmazcG2B1j_EolbCqsnI9Gu_OMtkodQ89tsvU8IfTAXVF62ZBoRA_aem_CKuheVjaQw2DqI-3IPOx9Q,18,2,1778.429306,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=af74bb9ffb261ae718c6d3c11dffea9a,18,3,1166.512877,0.5,1
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=ffab0f2043ca179646cf67798306378b,18,2,1129.055302,0.5,1
/online-degrees/specializations/project-management-mism,18,6,1141.796384,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=250763,17,2,266.6801965,0,0
/online-degrees/bachelors/business-administration?sourceid=18SGG&affiliateID=&clickid=Cj0KCQjw8vvABhCcARIsAOCfwwowJMwoPUkgNz_NsW5JYntnIGoobTDzVU6ttUIUfKrw1oi9vSo-gC0aAhZXEALw_wcB&utm_vendor=&alr=20281727734&adgroup=150850152472&ad=662608839995&match=b&device=m&c3api=2591%2C150850152472%2Ckwd-879345873042&dsaccountid=700000002770196&dsaccounttype=GOOGLE,17,10,7023.907966,0,0
/online-degrees/bachelors/child-development?sourceid=Leadhoop24,17,3,7598.645853,0,0
"/online-degrees/bachelors/computer-software-technology?sourceid=18SGB&affiliateID=&clickid=CjwKCAjw6s7CBhACEiwAuHQckkULqvCY-aB71WBYD9Ms7jEDWs9X2syzLx-gOxJHMti8-hD30aqP_RoC-S0QAvD_BwE&utm_vendor=&alr=20260951882&adgroup=151671168444&ad=661369494392&match=b&device=m&c3api=2591,151671168444,kwd-357413456540&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20260951882",17,4,1330.85445,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=9a79c38a741412c435d9abd30896a2b8,17,2,703.238499,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=d7fd5265a6da1fb065973a3f4a8d3baf,17,2,13593.12485,0.5,1
/online-degrees/doctoral/doctor-of-psychology-psyd,17,2,4739.911084,0,0
"/online-degrees/find-your-degree?sourceid=18SGB&affiliateID=&clickid=Cj0KCQjwjdTCBhCLARIsAEu8bpJMhwWGKn3fh4H8UM3rguLEvlvXXQscmgcPw4QguWTKNHB8tep8UcoaAjL-EALw_wcB&utm_vendor=&alr=21115184117&adgroup=160810381355&ad=694107765549&match=b&device=c&c3api=2591,160810381355,kwd-54750220&sourceid=18SGB&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=21115184117",17,2,406.1749505,0,0
/online-degrees/masters?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=6ebcd4a8f38519e1d3edbcc8cae48efe,17,2,144.423286,0,0
/online-degrees/specializations/business-economics,17,12,2042.337356,0,0
/online-degrees/?sourceID=19AULIDCP&affiliateID=li_remarketing_textad_2024&utm_phone=li&li_fat_id=a297b414-abd1-413b-8daa-a999dca0cefc,16,2,3049.07156,0.5,1
/online-degrees/associate-v7?noble_test2=true,16,15,21.6435234,0,0
/online-degrees/bachelors/?affiliateid=Transparently&sourceid=Leadhoop24&subchannel=PD+-+SEARCH&subid=246806,16,2,1053.946512,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=0f5890e707f61dc7a022f8baa7aa4d3e,16,2,6128.248471,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=11a83adc55f512d0a26452b77e9542f8,16,2,481.367017,0,0
/online-degrees/bachelors?sourceid=18SBT&dsaccountid=700000002777780&dsaccounttype=MICROSOFT&msclkid=7b2aa50cea6c1e7fdfd9cd5e32891620,16,1,343.533351,0,0
"/online-degrees/find-your-degree?sourceid=18SGT&affiliateID=&clickid=EAIaIQobChMI-Lqf7bCSjgMVi0n_AR1tkR_dEAAYASACEgKLbfD_BwE&utm_vendor=&alr=20144056707&adgroup=146043902381&ad=658783399417&match=e&device=m&c3api=2591,146043902381,kwd-2339138912056&sourceid=18SGT&dsaccountid=700000002770196&dsaccounttype=GOOGLE&gad_campaignid=20144056707",16,2,2117.824636,0,0
/online-degrees/health-care?snhu_segment=ol&subid=1137056,16,2,444.2121045,0.5,4
